timestamp,dpid,table_id,active_count,lookup_count,matched_count
1746869201.24558,11,0,4,92269,92268
1746869201.24558,11,1,0,0,0
1746869201.24558,11,2,0,0,0
1746869201.24558,11,3,0,0,0
1746869201.24558,11,4,0,0,0
1746869201.24558,11,5,0,0,0
1746869201.24558,11,6,0,0,0
1746869201.24558,11,7,0,0,0
1746869201.24558,11,8,0,0,0
1746869201.24558,11,9,0,0,0
1746869201.24558,11,10,0,0,0
1746869201.24558,11,11,0,0,0
1746869201.24558,11,12,0,0,0
1746869201.24558,11,13,0,0,0
1746869201.24558,11,14,0,0,0
1746869201.24558,11,15,0,0,0
1746869201.24558,11,16,0,0,0
1746869201.24558,11,17,0,0,0
1746869201.24558,11,18,0,0,0
1746869201.24558,11,19,0,0,0
1746869201.24558,11,20,0,0,0
1746869201.24558,11,21,0,0,0
1746869201.24558,11,22,0,0,0
1746869201.24558,11,23,0,0,0
1746869201.24558,11,24,0,0,0
1746869201.24558,11,25,0,0,0
1746869201.24558,11,26,0,0,0
1746869201.24558,11,27,0,0,0
1746869201.24558,11,28,0,0,0
1746869201.24558,11,29,0,0,0
1746869201.24558,11,30,0,0,0
1746869201.24558,11,31,0,0,0
1746869201.24558,11,32,0,0,0
1746869201.24558,11,33,0,0,0
1746869201.24558,11,34,0,0,0
1746869201.24558,11,35,0,0,0
1746869201.24558,11,36,0,0,0
1746869201.24558,11,37,0,0,0
1746869201.24558,11,38,0,0,0
1746869201.24558,11,39,0,0,0
1746869201.24558,11,40,0,0,0
1746869201.24558,11,41,0,0,0
1746869201.24558,11,42,0,0,0
1746869201.24558,11,43,0,0,0
1746869201.24558,11,44,0,0,0
1746869201.24558,11,45,0,0,0
1746869201.24558,11,46,0,0,0
1746869201.24558,11,47,0,0,0
1746869201.24558,11,48,0,0,0
1746869201.24558,11,49,0,0,0
1746869201.24558,11,50,0,0,0
1746869201.24558,11,51,0,0,0
1746869201.24558,11,52,0,0,0
1746869201.24558,11,53,0,0,0
1746869201.24558,11,54,0,0,0
1746869201.24558,11,55,0,0,0
1746869201.24558,11,56,0,0,0
1746869201.24558,11,57,0,0,0
1746869201.24558,11,58,0,0,0
