timestamp,dpid,in_port,eth_dst,out_port,packet_count,byte_count,duration_sec
1746869412.3243008,3,2,00:00:00:00:00:3f,2,13,1274,2
1746869412.3243008,3,3,00:00:00:00:00:4a,4,0,0,1
1746869412.3243008,3,4,00:00:00:00:00:0a,1,1,98,1
1746869412.3243008,3,3,00:00:00:00:00:3a,4,0,0,1
1746869412.3243008,3,2,00:00:00:00:00:57,2,0,0,1
1746869412.3243008,3,4,00:00:00:00:00:18,2,0,0,1
1746869412.3243008,3,1,00:00:00:00:00:42,4,0,0,1
1746869412.3243008,3,2,00:00:00:00:00:01,2,1,42,1
1746869412.3243008,3,3,00:00:00:00:00:4a,3,0,0,1
1746869412.3243008,3,4,00:00:00:00:00:36,2,0,0,0
1746869412.3243008,3,4,00:00:00:00:00:34,4,0,0,0
1746869412.3243008,3,2,00:00:00:00:00:59,1,1,42,0
1746869412.3243008,3,3,00:00:00:00:00:43,4,0,0,0
1746869412.3243008,3,4,00:00:00:00:00:0a,1,0,0,0
1746869412.3243008,3,2,00:00:00:00:00:3a,4,0,0,0
1746869412.3243008,3,4,00:00:00:00:00:05,3,7,518,0
1746869412.3243008,3,-,-,4294967293,265524,29849500,133
1746869422.910562,3,2,00:00:00:00:00:42,2,0,0,71
1746869422.910562,3,4,00:00:00:00:00:39,1,0,0,48
1746869422.910562,3,3,00:00:00:00:00:2c,3,0,0,47
1746869422.910562,3,4,00:00:00:00:00:39,4,0,0,44
1746869422.910562,3,4,00:00:00:00:00:5a,1,0,0,39
1746869422.910562,3,4,00:00:00:00:00:33,1,35,3430,35
1746869422.910562,3,4,00:00:00:00:00:51,2,0,0,31
1746869422.910562,3,2,00:00:00:00:00:3e,2,0,0,29
1746869422.910562,3,2,00:00:00:00:00:3d,3,0,0,28
1746869422.910562,3,2,00:00:00:00:00:1f,1,0,0,27
1746869422.910562,3,3,00:00:00:00:00:2e,2,0,0,26
1746869422.910562,3,3,00:00:00:00:00:2e,2,0,0,26
1746869422.910562,3,2,00:00:00:00:00:3e,4,0,0,24
1746869422.910562,3,2,00:00:00:00:00:3d,2,57,5082,24
1746869422.910562,3,2,00:00:00:00:00:04,2,19,1470,20
1746869422.910562,3,2,00:00:00:00:00:03,4,0,0,19
1746869422.910562,3,3,00:00:00:00:00:2c,3,3,126,18
1746869422.910562,3,4,00:00:00:00:00:16,1,0,0,17
1746869422.910562,3,2,00:00:00:00:00:57,2,0,0,17
1746869422.910562,3,2,00:00:00:00:00:21,2,0,0,16
1746869422.910562,3,2,00:00:00:00:00:01,2,0,0,15
1746869422.910562,3,3,00:00:00:00:00:4b,4,0,0,15
1746869422.910562,3,3,00:00:00:00:00:56,3,0,0,15
1746869422.910562,3,2,00:00:00:00:00:53,2,0,0,13
1746869422.910562,3,2,00:00:00:00:00:53,2,18,1596,13
1746869422.910562,3,4,00:00:00:00:00:17,4,0,0,13
1746869422.910562,3,3,00:00:00:00:00:4b,1,0,0,13
1746869422.910562,3,3,00:00:00:00:00:50,3,0,0,12
1746869422.910562,3,2,00:00:00:00:00:41,3,0,0,12
1746869422.910562,3,2,00:00:00:00:00:09,2,0,0,12
1746869422.910562,3,3,00:00:00:00:00:14,3,0,0,12
1746869422.910562,3,4,00:00:00:00:00:59,2,0,0,12
1746869422.910562,3,4,00:00:00:00:00:36,2,66,5460,12
1746869422.910562,3,4,00:00:00:00:00:0a,1,1,98,11
1746869422.910562,3,2,00:00:00:00:00:57,2,0,0,11
1746869422.910562,3,4,00:00:00:00:00:18,2,0,0,11
1746869422.910562,3,1,00:00:00:00:00:42,4,0,0,11
1746869422.910562,3,3,00:00:00:00:00:4a,3,0,0,11
1746869422.910562,3,3,00:00:00:00:00:43,4,0,0,10
1746869422.910562,3,3,00:00:00:00:00:02,4,8,672,9
1746869422.910562,3,2,00:00:00:00:00:09,2,0,0,9
1746869422.910562,3,2,00:00:00:00:00:3f,4,0,0,9
1746869422.910562,3,3,00:00:00:00:00:13,3,0,0,8
1746869422.910562,3,3,00:00:00:00:00:32,1,0,0,7
1746869422.910562,3,3,00:00:00:00:00:4a,1,0,0,7
1746869422.910562,3,4,00:00:00:00:00:2d,2,0,0,6
1746869422.910562,3,2,00:00:00:00:00:3a,1,0,0,6
1746869422.910562,3,2,00:00:00:00:00:3a,1,0,0,6
1746869422.910562,3,4,00:00:00:00:00:4e,2,0,0,6
1746869422.910562,3,4,00:00:00:00:00:05,2,0,0,6
1746869422.910562,3,2,00:00:00:00:00:41,3,0,0,5
1746869422.910562,3,2,00:00:00:00:00:34,3,0,0,5
1746869422.910562,3,3,00:00:00:00:00:13,3,0,0,5
1746869422.910562,3,3,00:00:00:00:00:3a,1,0,0,5
1746869422.910562,3,3,00:00:00:00:00:59,1,0,0,4
1746869422.910562,3,2,00:00:00:00:00:3f,4,15,1470,4
1746869422.910562,3,2,00:00:00:00:00:28,1,6,588,3
1746869422.910562,3,2,00:00:00:00:00:33,1,11,910,3
1746869422.910562,3,2,00:00:00:00:00:56,2,0,0,2
1746869422.910562,3,3,00:00:00:00:00:43,3,0,0,2
1746869422.910562,3,3,00:00:00:00:00:33,4,1,42,2
1746869422.910562,3,2,00:00:00:00:00:59,3,2,84,2
1746869422.910562,3,3,00:00:00:00:00:33,4,6,476,2
1746869422.910562,3,2,00:00:00:00:00:59,3,9,714,2
1746869422.910562,3,4,00:00:00:00:00:0a,2,0,0,2
1746869422.910562,3,2,00:00:00:00:00:4e,4,0,0,1
1746869422.910562,3,3,00:00:00:00:00:2b,4,0,0,1
1746869422.910562,3,4,00:00:00:00:00:2d,4,0,0,1
1746869422.910562,3,4,00:00:00:00:00:17,4,0,0,1
1746869422.910562,3,4,00:00:00:00:00:36,1,0,0,1
1746869422.910562,3,4,00:00:00:00:00:34,4,0,0,1
1746869422.910562,3,4,00:00:00:00:00:05,4,20,1624,1
1746869422.910562,3,4,00:00:00:00:00:08,2,0,0,0
1746869422.910562,3,3,00:00:00:00:00:2b,4,0,0,0
1746869422.910562,3,2,00:00:00:00:00:1f,2,0,0,0
1746869422.910562,3,2,00:00:00:00:00:56,2,3,126,0
1746869422.910562,3,2,00:00:00:00:00:25,1,0,0,0
1746869422.910562,3,3,00:00:00:00:00:0a,1,0,0,0
1746869422.910562,3,2,00:00:00:00:00:01,2,1,42,0
1746869422.910562,3,-,-,4294967293,283709,31816377,143
1746869433.0844712,3,2,00:00:00:00:00:42,2,0,0,81
1746869433.0844712,3,4,00:00:00:00:00:39,1,0,0,58
1746869433.0844712,3,3,00:00:00:00:00:2c,3,0,0,57
1746869433.0844712,3,4,00:00:00:00:00:39,4,0,0,54
1746869433.0844712,3,4,00:00:00:00:00:5a,1,0,0,49
1746869433.0844712,3,4,00:00:00:00:00:33,1,35,3430,45
1746869433.0844712,3,4,00:00:00:00:00:51,2,0,0,41
1746869433.0844712,3,2,00:00:00:00:00:3e,2,0,0,39
1746869433.0844712,3,2,00:00:00:00:00:3d,3,0,0,38
1746869433.0844712,3,2,00:00:00:00:00:1f,1,0,0,37
1746869433.0844712,3,3,00:00:00:00:00:2e,2,0,0,36
1746869433.0844712,3,3,00:00:00:00:00:2e,2,0,0,36
1746869433.0844712,3,2,00:00:00:00:00:3e,4,4,168,34
1746869433.0844712,3,2,00:00:00:00:00:3d,2,67,6062,34
1746869433.0844712,3,2,00:00:00:00:00:04,2,19,1470,30
1746869433.0844712,3,2,00:00:00:00:00:03,4,0,0,29
1746869433.0844712,3,3,00:00:00:00:00:2c,3,4,168,28
1746869433.0844712,3,4,00:00:00:00:00:16,1,0,0,27
1746869433.0844712,3,2,00:00:00:00:00:57,2,0,0,27
1746869433.0844712,3,2,00:00:00:00:00:21,2,0,0,26
1746869433.0844712,3,2,00:00:00:00:00:01,2,0,0,25
1746869433.0844712,3,3,00:00:00:00:00:4b,4,0,0,25
1746869433.0844712,3,3,00:00:00:00:00:56,3,0,0,25
1746869433.0844712,3,2,00:00:00:00:00:53,2,0,0,23
1746869433.0844712,3,4,00:00:00:00:00:17,4,0,0,23
1746869433.0844712,3,3,00:00:00:00:00:4b,1,0,0,23
1746869433.0844712,3,3,00:00:00:00:00:50,3,0,0,22
1746869433.0844712,3,2,00:00:00:00:00:41,3,0,0,22
1746869433.0844712,3,2,00:00:00:00:00:09,2,0,0,22
1746869433.0844712,3,3,00:00:00:00:00:14,3,0,0,22
1746869433.0844712,3,4,00:00:00:00:00:59,2,0,0,22
1746869433.0844712,3,4,00:00:00:00:00:36,2,66,5460,22
1746869433.0844712,3,2,00:00:00:00:00:57,2,0,0,21
1746869433.0844712,3,4,00:00:00:00:00:18,2,0,0,21
1746869433.0844712,3,1,00:00:00:00:00:42,4,0,0,21
1746869433.0844712,3,3,00:00:00:00:00:4a,3,0,0,21
1746869433.0844712,3,3,00:00:00:00:00:02,4,10,756,19
1746869433.0844712,3,2,00:00:00:00:00:09,2,0,0,19
1746869433.0844712,3,2,00:00:00:00:00:3f,4,0,0,19
1746869433.0844712,3,3,00:00:00:00:00:13,3,0,0,19
1746869433.0844712,3,3,00:00:00:00:00:32,1,0,0,17
1746869433.0844712,3,3,00:00:00:00:00:4a,1,0,0,17
1746869433.0844712,3,4,00:00:00:00:00:2d,2,0,0,17
1746869433.0844712,3,2,00:00:00:00:00:3a,1,0,0,16
1746869433.0844712,3,2,00:00:00:00:00:3a,1,0,0,16
1746869433.0844712,3,4,00:00:00:00:00:4e,2,0,0,16
1746869433.0844712,3,4,00:00:00:00:00:05,2,0,0,16
1746869433.0844712,3,2,00:00:00:00:00:41,3,0,0,15
1746869433.0844712,3,3,00:00:00:00:00:13,3,0,0,15
1746869433.0844712,3,3,00:00:00:00:00:3a,1,0,0,15
1746869433.0844712,3,2,00:00:00:00:00:56,2,0,0,12
1746869433.0844712,3,3,00:00:00:00:00:33,4,3,126,12
1746869433.0844712,3,2,00:00:00:00:00:59,3,4,168,12
1746869433.0844712,3,2,00:00:00:00:00:4e,4,1,42,12
1746869433.0844712,3,3,00:00:00:00:00:2b,4,0,0,11
1746869433.0844712,3,4,00:00:00:00:00:17,4,0,0,11
1746869433.0844712,3,4,00:00:00:00:00:36,1,0,0,11
1746869433.0844712,3,4,00:00:00:00:00:34,4,0,0,11
1746869433.0844712,3,4,00:00:00:00:00:08,2,0,0,10
1746869433.0844712,3,2,00:00:00:00:00:1f,2,0,0,10
1746869433.0844712,3,2,00:00:00:00:00:56,2,4,168,10
1746869433.0844712,3,2,00:00:00:00:00:3f,3,15,1470,9
1746869433.0844712,3,4,00:00:00:00:00:05,3,0,0,9
1746869433.0844712,3,3,00:00:00:00:00:57,2,0,0,9
1746869433.0844712,3,3,00:00:00:00:00:02,2,0,0,9
1746869433.0844712,3,3,00:00:00:00:00:43,2,0,0,8
1746869433.0844712,3,3,00:00:00:00:00:4f,3,0,0,8
1746869433.0844712,3,4,00:00:00:00:00:39,4,0,0,7
1746869433.0844712,3,2,00:00:00:00:00:25,1,0,0,7
1746869433.0844712,3,4,00:00:00:00:00:54,4,0,0,6
1746869433.0844712,3,3,00:00:00:00:00:0a,2,0,0,6
1746869433.0844712,3,3,00:00:00:00:00:2b,1,0,0,6
1746869433.0844712,3,3,00:00:00:00:00:43,2,0,0,6
1746869433.0844712,3,4,00:00:00:00:00:56,4,0,0,5
1746869433.0844712,3,3,00:00:00:00:00:3d,3,0,0,4
1746869433.0844712,3,2,00:00:00:00:00:01,3,1,42,4
1746869433.0844712,3,4,00:00:00:00:00:2d,4,0,0,4
1746869433.0844712,3,2,00:00:00:00:00:22,1,0,0,4
1746869433.0844712,3,3,00:00:00:00:00:56,1,0,0,4
1746869433.0844712,3,2,00:00:00:00:00:21,2,12,840,3
1746869433.0844712,3,2,00:00:00:00:00:33,3,0,0,3
1746869433.0844712,3,4,00:00:00:00:00:2d,3,0,0,3
1746869433.0844712,3,2,00:00:00:00:00:28,2,19,1694,2
1746869433.0844712,3,2,00:00:00:00:00:34,4,0,0,2
1746869433.0844712,3,1,00:00:00:00:00:3d,1,0,0,2
1746869433.0844712,3,3,00:00:00:00:00:02,1,2,84,2
1746869433.0844712,3,3,00:00:00:00:00:39,4,0,0,1
1746869433.0844712,3,4,00:00:00:00:00:05,2,34,2828,1
1746869433.0844712,3,2,00:00:00:00:00:53,3,31,2702,1
1746869433.0844712,3,3,00:00:00:00:00:1f,2,3,294,1
1746869433.0844712,3,3,00:00:00:00:00:1d,3,2,140,1
1746869433.0844712,3,3,00:00:00:00:00:1c,3,0,0,1
1746869433.0844712,3,2,00:00:00:00:00:31,4,0,0,1
1746869433.0844712,3,4,00:00:00:00:00:0a,1,1,98,1
1746869433.0844712,3,3,00:00:00:00:00:5a,4,0,0,1
1746869433.0844712,3,4,00:00:00:00:00:2c,3,0,0,0
1746869433.0844712,3,3,00:00:00:00:00:44,2,0,0,0
1746869433.0844712,3,2,00:00:00:00:00:59,4,22,1820,0
1746869433.0844712,3,3,00:00:00:00:00:42,2,6,532,0
1746869433.0844712,3,2,00:00:00:00:00:33,1,19,1526,0
1746869433.0844712,3,3,00:00:00:00:00:59,3,1,98,0
1746869433.0844712,3,3,00:00:00:00:00:59,3,0,0,0
1746869433.0844712,3,3,00:00:00:00:00:33,4,30,2604,0
1746869433.0844712,3,4,00:00:00:00:00:0a,4,0,0,0
1746869433.0844712,3,3,00:00:00:00:00:1f,2,12,1008,0
1746869433.0844712,3,-,-,4294967293,301371,33773373,153
1746869443.2402875,3,2,00:00:00:00:00:42,2,0,0,91
1746869443.2402875,3,4,00:00:00:00:00:39,1,0,0,68
1746869443.2402875,3,3,00:00:00:00:00:2c,3,0,0,67
1746869443.2402875,3,4,00:00:00:00:00:39,4,0,0,64
1746869443.2402875,3,4,00:00:00:00:00:5a,1,0,0,59
1746869443.2402875,3,4,00:00:00:00:00:33,1,35,3430,55
1746869443.2402875,3,4,00:00:00:00:00:51,2,0,0,51
1746869443.2402875,3,2,00:00:00:00:00:3e,2,0,0,49
1746869443.2402875,3,2,00:00:00:00:00:3d,3,0,0,48
1746869443.2402875,3,2,00:00:00:00:00:1f,1,0,0,47
1746869443.2402875,3,3,00:00:00:00:00:2e,2,0,0,47
1746869443.2402875,3,3,00:00:00:00:00:2e,2,0,0,47
1746869443.2402875,3,2,00:00:00:00:00:3e,4,4,168,44
1746869443.2402875,3,2,00:00:00:00:00:3d,2,77,7042,44
1746869443.2402875,3,2,00:00:00:00:00:04,2,19,1470,40
1746869443.2402875,3,2,00:00:00:00:00:03,4,0,0,39
1746869443.2402875,3,3,00:00:00:00:00:2c,3,5,210,38
1746869443.2402875,3,4,00:00:00:00:00:16,1,0,0,37
1746869443.2402875,3,2,00:00:00:00:00:57,2,0,0,37
1746869443.2402875,3,2,00:00:00:00:00:21,2,0,0,36
1746869443.2402875,3,2,00:00:00:00:00:01,2,0,0,35
1746869443.2402875,3,3,00:00:00:00:00:4b,4,0,0,35
1746869443.2402875,3,3,00:00:00:00:00:56,3,0,0,35
1746869443.2402875,3,2,00:00:00:00:00:53,2,0,0,33
1746869443.2402875,3,4,00:00:00:00:00:17,4,0,0,33
1746869443.2402875,3,3,00:00:00:00:00:4b,1,0,0,33
1746869443.2402875,3,3,00:00:00:00:00:50,3,0,0,32
1746869443.2402875,3,2,00:00:00:00:00:41,3,0,0,32
1746869443.2402875,3,2,00:00:00:00:00:09,2,0,0,32
1746869443.2402875,3,3,00:00:00:00:00:14,3,0,0,32
1746869443.2402875,3,4,00:00:00:00:00:59,2,0,0,32
1746869443.2402875,3,4,00:00:00:00:00:36,2,67,5502,32
1746869443.2402875,3,2,00:00:00:00:00:57,2,0,0,31
1746869443.2402875,3,4,00:00:00:00:00:18,2,0,0,31
1746869443.2402875,3,1,00:00:00:00:00:42,4,0,0,31
1746869443.2402875,3,3,00:00:00:00:00:4a,3,0,0,31
1746869443.2402875,3,2,00:00:00:00:00:09,2,0,0,29
1746869443.2402875,3,2,00:00:00:00:00:3f,4,0,0,29
1746869443.2402875,3,3,00:00:00:00:00:13,3,0,0,29
1746869443.2402875,3,3,00:00:00:00:00:32,1,0,0,27
1746869443.2402875,3,3,00:00:00:00:00:4a,1,0,0,27
1746869443.2402875,3,4,00:00:00:00:00:2d,2,0,0,27
1746869443.2402875,3,2,00:00:00:00:00:3a,1,0,0,26
1746869443.2402875,3,2,00:00:00:00:00:3a,1,0,0,26
1746869443.2402875,3,4,00:00:00:00:00:05,2,0,0,26
1746869443.2402875,3,2,00:00:00:00:00:41,3,0,0,25
1746869443.2402875,3,3,00:00:00:00:00:13,3,0,0,25
1746869443.2402875,3,3,00:00:00:00:00:3a,1,0,0,25
1746869443.2402875,3,2,00:00:00:00:00:56,2,0,0,22
1746869443.2402875,3,3,00:00:00:00:00:33,4,6,252,22
1746869443.2402875,3,2,00:00:00:00:00:59,3,6,252,22
1746869443.2402875,3,3,00:00:00:00:00:2b,4,0,0,21
1746869443.2402875,3,4,00:00:00:00:00:17,4,0,0,21
1746869443.2402875,3,4,00:00:00:00:00:36,1,0,0,21
1746869443.2402875,3,4,00:00:00:00:00:34,4,0,0,21
1746869443.2402875,3,4,00:00:00:00:00:08,2,0,0,21
1746869443.2402875,3,2,00:00:00:00:00:1f,2,0,0,20
1746869443.2402875,3,2,00:00:00:00:00:3f,3,15,1470,19
1746869443.2402875,3,4,00:00:00:00:00:05,3,0,0,19
1746869443.2402875,3,3,00:00:00:00:00:57,2,0,0,19
1746869443.2402875,3,3,00:00:00:00:00:4f,3,0,0,18
1746869443.2402875,3,4,00:00:00:00:00:39,4,0,0,17
1746869443.2402875,3,2,00:00:00:00:00:25,1,0,0,17
1746869443.2402875,3,4,00:00:00:00:00:54,4,0,0,16
1746869443.2402875,3,3,00:00:00:00:00:0a,2,0,0,16
1746869443.2402875,3,3,00:00:00:00:00:2b,1,0,0,16
1746869443.2402875,3,4,00:00:00:00:00:2d,4,0,0,14
1746869443.2402875,3,3,00:00:00:00:00:56,1,0,0,14
1746869443.2402875,3,2,00:00:00:00:00:33,3,0,0,13
1746869443.2402875,3,4,00:00:00:00:00:2d,3,0,0,13
1746869443.2402875,3,2,00:00:00:00:00:34,4,0,0,12
1746869443.2402875,3,1,00:00:00:00:00:3d,1,0,0,12
1746869443.2402875,3,4,00:00:00:00:00:05,2,47,3934,11
1746869443.2402875,3,2,00:00:00:00:00:53,3,44,3808,11
1746869443.2402875,3,3,00:00:00:00:00:1c,3,0,0,11
1746869443.2402875,3,2,00:00:00:00:00:31,4,0,0,11
1746869443.2402875,3,4,00:00:00:00:00:0a,1,1,98,11
1746869443.2402875,3,4,00:00:00:00:00:2c,3,0,0,10
1746869443.2402875,3,3,00:00:00:00:00:42,2,6,532,10
1746869443.2402875,3,4,00:00:00:00:00:0a,4,0,0,10
1746869443.2402875,3,4,00:00:00:00:00:0a,4,9,378,9
1746869443.2402875,3,3,00:00:00:00:00:3d,1,0,0,8
1746869443.2402875,3,1,00:00:00:00:00:33,3,0,0,8
1746869443.2402875,3,4,00:00:00:00:00:1d,3,0,0,8
1746869443.2402875,3,2,00:00:00:00:00:01,3,1,42,8
1746869443.2402875,3,3,00:00:00:00:00:1d,3,15,1134,8
1746869443.2402875,3,3,00:00:00:00:00:1f,2,20,1568,7
1746869443.2402875,3,3,00:00:00:00:00:39,4,2,196,7
1746869443.2402875,3,3,00:00:00:00:00:1f,2,16,1400,6
1746869443.2402875,3,4,00:00:00:00:00:58,2,0,0,6
1746869443.2402875,3,2,00:00:00:00:00:13,3,0,0,5
1746869443.2402875,3,3,00:00:00:00:00:02,3,6,252,5
1746869443.2402875,3,3,00:00:00:00:00:44,2,0,0,5
1746869443.2402875,3,3,00:00:00:00:00:30,1,0,0,4
1746869443.2402875,3,3,00:00:00:00:00:43,2,0,0,4
1746869443.2402875,3,4,00:00:00:00:00:02,3,4,280,4
1746869443.2402875,3,3,00:00:00:00:00:43,2,0,0,4
1746869443.2402875,3,2,00:00:00:00:00:04,3,0,0,4
1746869443.2402875,3,4,00:00:00:00:00:31,4,0,0,4
1746869443.2402875,3,3,00:00:00:00:00:02,1,11,798,4
1746869443.2402875,3,3,00:00:00:00:00:59,4,0,0,4
1746869443.2402875,3,3,00:00:00:00:00:48,1,4,392,4
1746869443.2402875,3,3,00:00:00:00:00:02,3,0,0,3
1746869443.2402875,3,2,00:00:00:00:00:13,3,0,0,3
1746869443.2402875,3,2,00:00:00:00:00:56,2,0,0,3
1746869443.2402875,3,3,00:00:00:00:00:3d,3,0,0,3
1746869443.2402875,3,3,00:00:00:00:00:59,4,2,196,3
1746869443.2402875,3,2,00:00:00:00:00:59,4,35,2926,3
1746869443.2402875,3,3,00:00:00:00:00:30,3,0,0,3
1746869443.2402875,3,3,00:00:00:00:00:49,2,0,0,3
1746869443.2402875,3,3,00:00:00:00:00:30,3,0,0,3
1746869443.2402875,3,2,00:00:00:00:00:1d,4,0,0,3
1746869443.2402875,3,2,00:00:00:00:00:1d,4,0,0,3
1746869443.2402875,3,2,00:00:00:00:00:56,2,8,336,3
