timestamp,dpid,mfr_desc,hw_desc,sw_desc,serial_num,dp_desc
1746869201.2467442,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869260.285997,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869286.8302133,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869300.5007985,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869310.337566,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869320.3217244,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869329.8911161,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869340.6963153,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869350.9911509,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869361.5700748,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869371.9439251,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869382.7674406,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869393.0692658,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869404.6426835,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869414.698226,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869425.759837,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869435.8231187,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869446.0474954,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869455.9046247,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869465.997436,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869475.9332082,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
1746869484.3688269,4,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's4'
