timestamp,dpid,table_id,active_count,lookup_count,matched_count
1746869201.2410533,12,0,2,91154,91152
1746869201.2410533,12,1,0,0,0
1746869201.2410533,12,2,0,0,0
1746869201.2410533,12,3,0,0,0
1746869201.2410533,12,4,0,0,0
1746869201.2410533,12,5,0,0,0
1746869201.2410533,12,6,0,0,0
1746869201.2410533,12,7,0,0,0
1746869201.2410533,12,8,0,0,0
1746869201.2410533,12,9,0,0,0
1746869201.2410533,12,10,0,0,0
1746869201.2410533,12,11,0,0,0
1746869201.2410533,12,12,0,0,0
1746869201.2410533,12,13,0,0,0
1746869201.2410533,12,14,0,0,0
1746869201.2410533,12,15,0,0,0
1746869201.2410533,12,16,0,0,0
1746869201.2410533,12,17,0,0,0
1746869201.2410533,12,18,0,0,0
1746869201.2410533,12,19,0,0,0
1746869201.2410533,12,20,0,0,0
1746869201.2410533,12,21,0,0,0
1746869201.2410533,12,22,0,0,0
1746869201.2410533,12,23,0,0,0
1746869201.2410533,12,24,0,0,0
1746869201.2410533,12,25,0,0,0
1746869201.2410533,12,26,0,0,0
1746869201.2410533,12,27,0,0,0
1746869201.2410533,12,28,0,0,0
1746869201.2410533,12,29,0,0,0
1746869201.2410533,12,30,0,0,0
1746869201.2410533,12,31,0,0,0
1746869201.2410533,12,32,0,0,0
1746869201.2410533,12,33,0,0,0
1746869201.2410533,12,34,0,0,0
1746869201.2410533,12,35,0,0,0
1746869201.2410533,12,36,0,0,0
1746869201.2410533,12,37,0,0,0
1746869201.2410533,12,38,0,0,0
1746869201.2410533,12,39,0,0,0
1746869201.2410533,12,40,0,0,0
1746869201.2410533,12,41,0,0,0
1746869201.2410533,12,42,0,0,0
1746869201.2410533,12,43,0,0,0
1746869201.2410533,12,44,0,0,0
1746869201.2410533,12,45,0,0,0
1746869201.2410533,12,46,0,0,0
1746869201.2410533,12,47,0,0,0
1746869201.2410533,12,48,0,0,0
1746869201.2410533,12,49,0,0,0
1746869201.2410533,12,50,0,0,0
1746869201.2410533,12,51,0,0,0
1746869201.2410533,12,52,0,0,0
1746869201.2410533,12,53,0,0,0
1746869201.2410533,12,54,0,0,0
1746869201.2410533,12,55,0,0,0
1746869201.2410533,12,56,0,0,0
1746869201.2410533,12,57,0,0,0
1746869201.2410533,12,58,0,0,0
1746869201.2410533,12,59,0,0,0
