timestamp,dpid,in_port,eth_dst,out_port,packet_count,byte_count,duration_sec
1746869201.2416618,2,-,-,4294967293,105796,17685643,9
1746869260.2551305,2,-,-,4294967293,5164,599569,3
1746869286.8451068,2,-,-,4294967293,25323,2906749,13
1746869299.8271718,2,-,-,4294967293,46834,5350256,23
1746869309.9419234,2,-,-,4294967293,66927,7664665,33
1746869320.035493,2,-,-,4294967293,87081,9983503,43
1746869329.6857812,2,-,-,4294967293,106562,12208100,53
1746869339.880908,2,-,-,4294967293,127073,14506700,63
1746869350.6115365,2,2,00:00:00:00:00:23,3,0,0,2
1746869350.6115365,2,-,-,4294967293,147254,16785007,73
1746869360.6694398,2,2,00:00:00:00:00:23,3,0,0,12
1746869360.6694398,2,2,00:00:00:00:00:02,2,0,0,0
1746869360.6694398,2,2,00:00:00:00:00:42,1,0,0,0
1746869360.6694398,2,-,-,4294967293,167305,19029170,83
1746869371.7910697,2,2,00:00:00:00:00:23,3,0,0,22
1746869371.7910697,2,2,00:00:00:00:00:02,2,0,0,10
1746869371.7910697,2,2,00:00:00:00:00:42,1,0,0,9
1746869371.7910697,2,4,00:00:00:00:00:33,2,0,0,2
1746869371.7910697,2,-,-,4294967293,186995,21238517,93
1746869382.6778507,2,2,00:00:00:00:00:23,3,0,0,32
1746869382.6778507,2,2,00:00:00:00:00:02,2,0,0,20
1746869382.6778507,2,2,00:00:00:00:00:42,3,0,0,9
1746869382.6778507,2,2,00:00:00:00:00:23,2,0,0,9
1746869382.6778507,2,4,00:00:00:00:00:1c,4,0,0,5
1746869382.6778507,2,3,00:00:00:00:00:0f,3,0,0,4
1746869382.6778507,2,4,00:00:00:00:00:52,4,0,0,4
1746869382.6778507,2,2,00:00:00:00:00:3d,2,4,392,2
1746869382.6778507,2,4,00:00:00:00:00:33,1,0,0,0
1746869382.6778507,2,4,00:00:00:00:00:52,4,0,0,0
1746869382.6778507,2,2,00:00:00:00:00:3f,4,0,0,0
1746869382.6778507,2,-,-,4294967293,206542,23386704,103
1746869392.8907359,2,2,00:00:00:00:00:23,3,0,0,42
1746869392.8907359,2,2,00:00:00:00:00:02,2,0,0,30
1746869392.8907359,2,2,00:00:00:00:00:42,3,0,0,19
1746869392.8907359,2,2,00:00:00:00:00:23,2,0,0,19
1746869392.8907359,2,4,00:00:00:00:00:1c,4,0,0,15
1746869392.8907359,2,3,00:00:00:00:00:0f,3,0,0,14
1746869392.8907359,2,4,00:00:00:00:00:52,4,0,0,14
1746869392.8907359,2,4,00:00:00:00:00:33,1,0,0,10
1746869392.8907359,2,2,00:00:00:00:00:3f,4,0,0,10
1746869392.8907359,2,4,00:00:00:00:00:52,4,0,0,9
1746869392.8907359,2,2,00:00:00:00:00:04,3,0,0,4
1746869392.8907359,2,2,00:00:00:00:00:21,3,8,672,3
1746869392.8907359,2,2,00:00:00:00:00:3d,4,14,1372,2
1746869392.8907359,2,4,00:00:00:00:00:37,1,0,0,0
1746869392.8907359,2,-,-,4294967293,225392,25465863,113
