timestamp,dpid,mfr_desc,hw_desc,sw_desc,serial_num,dp_desc
1746869201.238716,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869260.4086385,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869287.3796809,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869298.0983815,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869307.891485,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869317.9884765,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869328.0593097,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869337.9562118,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869348.683533,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869359.3358512,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869369.6035125,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869380.0911074,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869390.7617636,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869401.9877856,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869412.3278034,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869422.9153497,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869433.0877712,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869443.2440565,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869453.03844,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869463.4791625,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869473.3092833,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869482.4755173,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869491.074682,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869505.184085,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869546.039193,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869571.9208505,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869591.709405,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869602.8655398,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869602.88807,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869613.2473183,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869880.3737645,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869907.926494,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869918.1478133,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869926.9512055,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869937.3832963,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869949.0619388,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869959.3093252,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869968.6830723,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869978.0070915,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746869989.042994,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870000.4132254,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870011.4246817,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870021.0713973,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870031.5102768,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870041.9036186,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870053.073557,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870063.6940768,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870073.4916022,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870081.729399,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870089.7934132,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746870103.9021668,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746871235.4365635,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746871261.483558,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746871271.2027943,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746871281.3995166,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
1746871291.801559,3,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's3'
