timestamp,dpid,in_port,eth_dst,out_port,packet_count,byte_count,duration_sec
1746869394.2307568,13,3,00:00:00:00:00:1b,8,50,4284,17
1746869394.2307568,13,14,00:00:00:00:00:1b,8,46,4060,15
1746869394.2307568,13,2,00:00:00:00:00:52,25,51,4382,15
1746869394.2307568,13,23,00:00:00:00:00:23,23,0,0,13
1746869394.2307568,13,31,00:00:00:00:00:51,24,8,336,11
1746869394.2307568,13,19,00:00:00:00:00:36,12,28,2576,10
1746869394.2307568,13,29,00:00:00:00:00:2d,1,3,126,9
1746869394.2307568,13,19,00:00:00:00:00:35,15,12,1120,8
1746869394.2307568,13,25,00:00:00:00:00:05,1,12,1008,8
1746869394.2307568,13,4,00:00:00:00:00:23,23,9,714,7
1746869394.2307568,13,3,00:00:00:00:00:37,17,33,3178,7
1746869394.2307568,13,5,00:00:00:00:00:59,32,43,3542,6
1746869394.2307568,13,4,00:00:00:00:00:1b,8,22,1540,6
1746869394.2307568,13,9,00:00:00:00:00:36,12,102,9716,6
1746869394.2307568,13,16,00:00:00:00:00:39,19,4,168,5
1746869394.2307568,13,28,00:00:00:00:00:51,24,10,812,5
1746869394.2307568,13,10,00:00:00:00:00:23,1,8,616,4
1746869394.2307568,13,5,00:00:00:00:00:1f,1,1,42,3
1746869394.2307568,13,8,00:00:00:00:00:16,23,17,1442,2
1746869394.2307568,13,30,00:00:00:00:00:1b,8,33,3010,2
1746869394.2307568,13,19,00:00:00:00:00:2d,12,13,1106,2
1746869394.2307568,13,19,00:00:00:00:00:4e,12,0,0,2
1746869394.2307568,13,11,00:00:00:00:00:17,4,5,210,1
1746869394.2307568,13,32,00:00:00:00:00:2d,12,13,1050,1
1746869394.2307568,13,4,00:00:00:00:00:05,12,12,1008,1
1746869394.2307568,13,19,00:00:00:00:00:18,23,26,2380,1
1746869394.2307568,13,25,00:00:00:00:00:1a,1,20,1904,1
1746869394.2307568,13,33,00:00:00:00:00:1a,1,24,2296,1
1746869394.2307568,13,3,00:00:00:00:00:0a,1,13,1106,1
1746869394.2307568,13,20,00:00:00:00:00:05,12,14,1204,1
1746869394.2307568,13,25,00:00:00:00:00:55,28,20,1960,1
1746869394.2307568,13,32,00:00:00:00:00:43,23,2,84,0
1746869394.2307568,13,14,00:00:00:00:00:08,23,3,294,0
1746869394.2307568,13,32,00:00:00:00:00:0a,1,16,1400,0
1746869394.2307568,13,9,00:00:00:00:00:34,14,14,1204,0
1746869394.2307568,13,8,00:00:00:00:00:17,4,16,1512,0
1746869394.2307568,13,10,00:00:00:00:00:55,28,10,812,0
1746869394.2307568,13,19,00:00:00:00:00:1f,1,0,0,0
1746869394.2307568,13,25,00:00:00:00:00:3c,22,24,2184,0
1746869394.2307568,13,25,00:00:00:00:00:15,2,14,1260,0
1746869394.2307568,13,-,-,4294967293,198384,22190030,113
1746869404.8053916,13,13,00:00:00:00:00:55,28,10,700,55
1746869404.8053916,13,8,00:00:00:00:00:34,23,86,6636,55
1746869404.8053916,13,8,00:00:00:00:00:57,30,68,6048,42
1746869404.8053916,13,22,00:00:00:00:00:52,25,53,4130,41
1746869404.8053916,13,16,00:00:00:00:00:1c,9,149,13818,39
1746869404.8053916,13,5,00:00:00:00:00:39,19,69,6146,38
1746869404.8053916,13,7,00:00:00:00:00:5a,33,39,3318,36
1746869404.8053916,13,28,00:00:00:00:00:33,12,57,5418,35
1746869404.8053916,13,17,00:00:00:00:00:16,3,33,2954,34
1746869404.8053916,13,28,00:00:00:00:00:52,25,80,7056,33
1746869404.8053916,13,7,00:00:00:00:00:52,25,70,6076,31
1746869404.8053916,13,15,00:00:00:00:00:39,19,62,5572,29
1746869404.8053916,13,3,00:00:00:00:00:1b,8,63,5390,27
1746869404.8053916,13,14,00:00:00:00:00:1b,8,48,4200,25
1746869404.8053916,13,2,00:00:00:00:00:52,25,64,5488,25
1746869404.8053916,13,23,00:00:00:00:00:23,23,0,0,23
1746869404.8053916,13,31,00:00:00:00:00:51,24,9,378,22
1746869404.8053916,13,19,00:00:00:00:00:36,12,33,3010,20
1746869404.8053916,13,4,00:00:00:00:00:23,23,19,1526,17
1746869404.8053916,13,3,00:00:00:00:00:37,17,40,3808,17
1746869404.8053916,13,5,00:00:00:00:00:59,32,55,4606,16
1746869404.8053916,13,4,00:00:00:00:00:1b,8,31,2422,16
1746869404.8053916,13,9,00:00:00:00:00:36,12,122,11452,16
1746869404.8053916,13,10,00:00:00:00:00:23,1,17,1330,14
1746869404.8053916,13,5,00:00:00:00:00:1f,1,3,126,14
1746869404.8053916,13,30,00:00:00:00:00:1b,8,43,3990,12
1746869404.8053916,13,19,00:00:00:00:00:18,23,36,3360,11
1746869404.8053916,13,25,00:00:00:00:00:3c,22,31,2758,9
1746869404.8053916,13,19,00:00:00:00:00:4e,1,7,630,9
1746869404.8053916,13,25,00:00:00:00:00:1a,7,31,2926,8
1746869404.8053916,13,33,00:00:00:00:00:1a,7,31,2926,7
1746869404.8053916,13,24,00:00:00:00:00:0f,23,2,84,6
1746869404.8053916,13,9,00:00:00:00:00:34,23,24,2016,6
1746869404.8053916,13,19,00:00:00:00:00:1f,1,13,1106,6
1746869404.8053916,13,14,00:00:00:00:00:08,1,13,1106,6
1746869404.8053916,13,20,00:00:00:00:00:05,12,14,1204,6
1746869404.8053916,13,6,00:00:00:00:00:4d,23,0,0,5
1746869404.8053916,13,32,00:00:00:00:00:2d,23,15,1134,5
1746869404.8053916,13,9,00:00:00:00:00:11,1,0,0,5
1746869404.8053916,13,5,00:00:00:00:00:14,1,7,518,5
1746869404.8053916,13,23,00:00:00:00:00:3e,23,0,0,5
1746869404.8053916,13,19,00:00:00:00:00:35,23,22,2100,4
1746869404.8053916,13,4,00:00:00:00:00:05,12,25,2114,4
1746869404.8053916,13,11,00:00:00:00:00:15,2,0,0,4
1746869404.8053916,13,25,00:00:00:00:00:55,28,40,3920,3
1746869404.8053916,13,7,00:00:00:00:00:0a,12,4,168,3
1746869404.8053916,13,10,00:00:00:00:00:02,23,0,0,3
1746869404.8053916,13,25,00:00:00:00:00:05,1,26,2212,3
1746869404.8053916,13,8,00:00:00:00:00:17,4,24,2296,2
1746869404.8053916,13,13,00:00:00:00:00:43,23,0,0,2
1746869404.8053916,13,32,00:00:00:00:00:0a,12,25,2114,2
1746869404.8053916,13,32,00:00:00:00:00:43,23,2,84,1
1746869404.8053916,13,15,00:00:00:00:00:27,23,6,252,1
1746869404.8053916,13,16,00:00:00:00:00:39,19,5,210,1
1746869404.8053916,13,29,00:00:00:00:00:2d,12,7,294,1
1746869404.8053916,13,25,00:00:00:00:00:15,2,24,2240,1
1746869404.8053916,13,6,00:00:00:00:00:51,24,8,616,1
1746869404.8053916,13,6,00:00:00:00:00:56,29,6,588,1
1746869404.8053916,13,28,00:00:00:00:00:51,24,24,1960,1
1746869404.8053916,13,8,00:00:00:00:00:16,3,28,2464,1
1746869404.8053916,13,19,00:00:00:00:00:2d,1,22,1820,1
1746869404.8053916,13,32,00:00:00:00:00:18,5,9,882,1
1746869404.8053916,13,10,00:00:00:00:00:55,28,22,1820,0
1746869404.8053916,13,24,00:00:00:00:00:55,28,3,238,0
1746869404.8053916,13,3,00:00:00:00:00:0a,12,23,1918,0
1746869404.8053916,13,6,00:00:00:00:00:54,1,2,140,0
1746869404.8053916,13,11,00:00:00:00:00:17,4,9,378,0
1746869404.8053916,13,-,-,4294967293,215082,24061500,123
1746869415.97245,13,13,00:00:00:00:00:55,28,10,700,65
1746869415.97245,13,8,00:00:00:00:00:34,23,86,6636,65
1746869415.97245,13,8,00:00:00:00:00:57,30,78,7028,52
1746869415.97245,13,22,00:00:00:00:00:52,25,53,4130,51
1746869415.97245,13,16,00:00:00:00:00:1c,9,168,15512,49
1746869415.97245,13,5,00:00:00:00:00:39,19,79,7126,48
1746869415.97245,13,7,00:00:00:00:00:5a,33,39,3318,46
1746869415.97245,13,28,00:00:00:00:00:33,12,57,5418,45
1746869415.97245,13,17,00:00:00:00:00:16,3,33,2954,44
1746869415.97245,13,28,00:00:00:00:00:52,25,100,9016,43
1746869415.97245,13,7,00:00:00:00:00:52,25,81,7098,41
1746869415.97245,13,15,00:00:00:00:00:39,19,72,6496,39
1746869415.97245,13,3,00:00:00:00:00:1b,8,75,6454,37
1746869415.97245,13,14,00:00:00:00:00:1b,8,48,4200,35
1746869415.97245,13,2,00:00:00:00:00:52,25,77,6594,35
1746869415.97245,13,23,00:00:00:00:00:23,23,0,0,33
1746869415.97245,13,31,00:00:00:00:00:51,24,11,462,32
1746869415.97245,13,19,00:00:00:00:00:36,12,33,3010,30
1746869415.97245,13,3,00:00:00:00:00:37,17,40,3808,27
1746869415.97245,13,5,00:00:00:00:00:59,32,67,5670,26
1746869415.97245,13,4,00:00:00:00:00:1b,8,32,2520,26
1746869415.97245,13,9,00:00:00:00:00:36,12,144,13272,26
1746869415.97245,13,5,00:00:00:00:00:1f,1,3,126,24
1746869415.97245,13,30,00:00:00:00:00:1b,8,53,4970,22
1746869415.97245,13,19,00:00:00:00:00:18,23,46,4340,21
1746869415.97245,13,25,00:00:00:00:00:3c,22,31,2758,19
1746869415.97245,13,25,00:00:00:00:00:1a,7,41,3906,18
1746869415.97245,13,33,00:00:00:00:00:1a,7,31,2926,17
1746869415.97245,13,19,00:00:00:00:00:1f,1,24,2016,16
1746869415.97245,13,20,00:00:00:00:00:05,12,14,1204,16
1746869415.97245,13,6,00:00:00:00:00:4d,23,1,42,15
1746869415.97245,13,5,00:00:00:00:00:14,1,22,1820,15
1746869415.97245,13,23,00:00:00:00:00:3e,23,0,0,15
1746869415.97245,13,19,00:00:00:00:00:35,23,31,2982,14
1746869415.97245,13,4,00:00:00:00:00:05,12,36,3024,14
1746869415.97245,13,25,00:00:00:00:00:55,28,60,5880,13
1746869415.97245,13,25,00:00:00:00:00:05,1,36,3024,13
1746869415.97245,13,32,00:00:00:00:00:43,23,2,84,11
1746869415.97245,13,15,00:00:00:00:00:27,23,7,294,11
1746869415.97245,13,16,00:00:00:00:00:39,19,6,252,11
1746869415.97245,13,24,00:00:00:00:00:55,28,15,1358,10
1746869415.97245,13,11,00:00:00:00:00:17,4,15,910,10
1746869415.97245,13,25,00:00:00:00:00:15,2,35,3262,9
1746869415.97245,13,4,00:00:00:00:00:23,12,19,1526,9
1746869415.97245,13,8,00:00:00:00:00:17,4,24,2296,8
1746869415.97245,13,19,00:00:00:00:00:2d,23,25,1946,7
1746869415.97245,13,23,00:00:00:00:00:2c,12,0,0,7
1746869415.97245,13,19,00:00:00:00:00:4e,12,18,1596,6
1746869415.97245,13,29,00:00:00:00:00:2d,23,8,336,6
1746869415.97245,13,10,00:00:00:00:00:02,12,4,168,6
1746869415.97245,13,8,00:00:00:00:00:16,3,38,3444,5
1746869415.97245,13,32,00:00:00:00:00:0a,23,38,3220,5
1746869415.97245,13,9,00:00:00:00:00:34,14,36,3024,5
1746869415.97245,13,3,00:00:00:00:00:0a,23,36,3024,4
1746869415.97245,13,10,00:00:00:00:00:23,23,17,1330,4
1746869415.97245,13,32,00:00:00:00:00:18,5,19,1862,2
1746869415.97245,13,29,00:00:00:00:00:0f,23,3,294,2
1746869415.97245,13,33,00:00:00:00:00:1c,9,11,910,2
1746869415.97245,13,32,00:00:00:00:00:2d,23,15,1134,2
1746869415.97245,13,28,00:00:00:00:00:51,24,33,2842,2
1746869415.97245,13,13,00:00:00:00:00:31,1,0,0,2
1746869415.97245,13,4,00:00:00:00:00:1e,11,2,196,2
1746869415.97245,13,10,00:00:00:00:00:55,28,36,3024,2
1746869415.97245,13,1,00:00:00:00:00:3f,12,0,0,1
1746869415.97245,13,3,00:00:00:00:00:44,1,0,0,1
1746869415.97245,13,6,00:00:00:00:00:51,24,17,1386,1
1746869415.97245,13,16,00:00:00:00:00:02,23,3,238,1
1746869415.97245,13,9,00:00:00:00:00:11,1,0,0,1
1746869415.97245,13,11,00:00:00:00:00:15,2,9,770,1
1746869415.97245,13,7,00:00:00:00:00:0a,1,7,294,1
1746869415.97245,13,6,00:00:00:00:00:54,27,14,1148,0
1746869415.97245,13,1,00:00:00:00:00:3d,12,0,0,0
1746869415.97245,13,24,00:00:00:00:00:0f,1,4,168,0
1746869415.97245,13,24,00:00:00:00:00:58,12,1,98,0
1746869415.97245,13,6,00:00:00:00:00:56,12,19,1694,0
1746869415.97245,13,13,00:00:00:00:00:43,23,0,0,0
1746869415.97245,13,7,00:00:00:00:00:1d,23,7,630,0
1746869415.97245,13,14,00:00:00:00:00:08,1,24,2072,0
1746869415.97245,13,14,00:00:00:00:00:31,1,8,616,0
1746869415.97245,13,2,00:00:00:00:00:1e,11,2,196,0
1746869415.97245,13,14,00:00:00:00:00:1e,11,1,98,0
1746869415.97245,13,-,-,4294967293,231297,25787119,133
1746869426.5919724,13,13,00:00:00:00:00:55,28,10,700,75
1746869426.5919724,13,8,00:00:00:00:00:34,23,88,6720,75
1746869426.5919724,13,8,00:00:00:00:00:57,30,81,7266,62
1746869426.5919724,13,22,00:00:00:00:00:52,25,53,4130,61
1746869426.5919724,13,16,00:00:00:00:00:1c,9,173,15722,59
1746869426.5919724,13,5,00:00:00:00:00:39,19,83,7518,58
1746869426.5919724,13,7,00:00:00:00:00:5a,33,39,3318,56
1746869426.5919724,13,28,00:00:00:00:00:33,12,57,5418,55
1746869426.5919724,13,17,00:00:00:00:00:16,3,33,2954,54
1746869426.5919724,13,28,00:00:00:00:00:52,25,114,10388,53
1746869426.5919724,13,7,00:00:00:00:00:52,25,88,7728,51
1746869426.5919724,13,15,00:00:00:00:00:39,19,83,7518,49
1746869426.5919724,13,3,00:00:00:00:00:1b,8,85,7434,47
1746869426.5919724,13,14,00:00:00:00:00:1b,8,48,4200,45
1746869426.5919724,13,2,00:00:00:00:00:52,25,85,7378,45
1746869426.5919724,13,23,00:00:00:00:00:23,23,0,0,43
1746869426.5919724,13,31,00:00:00:00:00:51,24,15,798,42
1746869426.5919724,13,19,00:00:00:00:00:36,12,33,3010,41
1746869426.5919724,13,3,00:00:00:00:00:37,17,40,3808,37
1746869426.5919724,13,5,00:00:00:00:00:59,32,77,6650,36
1746869426.5919724,13,4,00:00:00:00:00:1b,8,32,2520,36
1746869426.5919724,13,9,00:00:00:00:00:36,12,149,13482,36
1746869426.5919724,13,5,00:00:00:00:00:1f,1,5,210,34
1746869426.5919724,13,30,00:00:00:00:00:1b,8,56,5208,32
1746869426.5919724,13,19,00:00:00:00:00:18,23,50,4732,31
1746869426.5919724,13,25,00:00:00:00:00:3c,22,31,2758,29
1746869426.5919724,13,25,00:00:00:00:00:1a,7,48,4536,28
1746869426.5919724,13,33,00:00:00:00:00:1a,7,31,2926,27
1746869426.5919724,13,19,00:00:00:00:00:1f,1,30,2604,26
1746869426.5919724,13,20,00:00:00:00:00:05,12,14,1204,26
1746869426.5919724,13,23,00:00:00:00:00:3e,23,0,0,25
1746869426.5919724,13,19,00:00:00:00:00:35,23,41,3962,24
1746869426.5919724,13,4,00:00:00:00:00:05,12,49,4130,24
1746869426.5919724,13,25,00:00:00:00:00:55,28,74,7252,23
1746869426.5919724,13,25,00:00:00:00:00:05,1,36,3024,23
1746869426.5919724,13,32,00:00:00:00:00:43,23,8,336,21
1746869426.5919724,13,15,00:00:00:00:00:27,23,14,588,21
1746869426.5919724,13,16,00:00:00:00:00:39,19,7,294,21
1746869426.5919724,13,11,00:00:00:00:00:17,4,30,2268,20
1746869426.5919724,13,25,00:00:00:00:00:15,2,43,4046,19
1746869426.5919724,13,4,00:00:00:00:00:23,12,33,2730,19
1746869426.5919724,13,8,00:00:00:00:00:17,4,24,2296,18
1746869426.5919724,13,19,00:00:00:00:00:2d,23,25,1946,17
1746869426.5919724,13,23,00:00:00:00:00:2c,12,0,0,17
1746869426.5919724,13,19,00:00:00:00:00:4e,12,21,1722,17
1746869426.5919724,13,29,00:00:00:00:00:2d,23,9,378,17
1746869426.5919724,13,10,00:00:00:00:00:02,12,5,210,16
1746869426.5919724,13,8,00:00:00:00:00:16,3,48,4424,15
1746869426.5919724,13,32,00:00:00:00:00:0a,23,44,3640,15
1746869426.5919724,13,9,00:00:00:00:00:34,14,49,4130,15
1746869426.5919724,13,3,00:00:00:00:00:0a,23,49,4130,14
1746869426.5919724,13,10,00:00:00:00:00:23,23,17,1330,14
1746869426.5919724,13,32,00:00:00:00:00:2d,23,15,1134,12
1746869426.5919724,13,28,00:00:00:00:00:51,24,44,3864,12
1746869426.5919724,13,10,00:00:00:00:00:55,28,49,4074,12
1746869426.5919724,13,1,00:00:00:00:00:3f,12,0,0,11
1746869426.5919724,13,3,00:00:00:00:00:44,1,4,168,11
1746869426.5919724,13,16,00:00:00:00:00:02,23,15,1246,11
1746869426.5919724,13,24,00:00:00:00:00:0f,1,4,168,10
1746869426.5919724,13,14,00:00:00:00:00:31,1,16,1344,8
1746869426.5919724,13,13,00:00:00:00:00:31,1,0,0,7
1746869426.5919724,13,12,00:00:00:00:00:3d,23,0,0,7
1746869426.5919724,13,22,00:00:00:00:00:11,1,1,42,6
1746869426.5919724,13,9,00:00:00:00:00:11,12,0,0,5
1746869426.5919724,13,6,00:00:00:00:00:4d,12,5,210,5
1746869426.5919724,13,14,00:00:00:00:00:08,1,26,2212,5
1746869426.5919724,13,7,00:00:00:00:00:0a,12,10,420,5
1746869426.5919724,13,31,00:00:00:00:00:3d,1,0,0,4
1746869426.5919724,13,14,00:00:00:00:00:1e,11,14,1204,4
1746869426.5919724,13,2,00:00:00:00:00:1e,11,13,1218,3
1746869426.5919724,13,24,00:00:00:00:00:19,6,4,336,2
1746869426.5919724,13,6,00:00:00:00:00:42,1,0,0,2
1746869426.5919724,13,13,00:00:00:00:00:43,12,13,1106,2
1746869426.5919724,13,24,00:00:00:00:00:58,1,2,140,1
1746869426.5919724,13,29,00:00:00:00:00:0f,1,13,1106,1
1746869426.5919724,13,7,00:00:00:00:00:1d,10,19,1694,1
1746869426.5919724,13,33,00:00:00:00:00:1c,9,24,2016,1
1746869426.5919724,13,11,00:00:00:00:00:15,2,24,2128,1
1746869426.5919724,13,4,00:00:00:00:00:1e,11,12,1120,1
1746869426.5919724,13,6,00:00:00:00:00:51,1,25,2058,1
1746869426.5919724,13,24,00:00:00:00:00:55,28,30,2548,1
1746869426.5919724,13,31,00:00:00:00:00:3b,1,11,910,1
1746869426.5919724,13,10,00:00:00:00:00:13,12,6,532,1
1746869426.5919724,13,32,00:00:00:00:00:18,23,30,2884,0
1746869426.5919724,13,5,00:00:00:00:00:14,1,32,2632,0
1746869426.5919724,13,1,00:00:00:00:00:3d,12,0,0,0
1746869426.5919724,13,14,00:00:00:00:00:4d,12,2,140,0
1746869426.5919724,13,6,00:00:00:00:00:54,27,26,2156,0
1746869426.5919724,13,6,00:00:00:00:00:56,12,32,2800,0
