timestamp,dpid,mfr_desc,hw_desc,sw_desc,serial_num,dp_desc
1746869201.24148,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869259.2431684,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869281.8246593,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869301.5703573,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869311.7874691,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869321.819461,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869331.7500782,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869342.0329514,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869352.2713482,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869362.8166108,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869373.6769636,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869384.6447845,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869395.2143915,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869405.8772264,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869416.9032085,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869426.690067,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869437.604639,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869447.4411464,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869457.706444,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869467.7157013,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869476.7796202,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869485.895743,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869495.0505219,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869509.7806168,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
1746869554.371018,12,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's12'
