timestamp,dpid,port_no,rx_packets,rx_bytes,rx_errors,tx_packets,tx_bytes,tx_errors
1746869201.2409422,12,1,28949,4938067,0,26599,4468365,0
1746869201.2409422,12,7,29,1942,0,38973,6602863,0
1746869201.2409422,12,8,16,1276,0,38974,6602933,0
1746869201.2409422,12,12,29605,5049476,0,26288,4406403,0
1746869201.2409422,12,15,45,3362,0,38971,6602691,0
1746869201.2409422,12,16,37,2278,0,38967,6602571,0
1746869201.2409422,12,22,30,1956,0,38969,6602627,0
1746869201.2409422,12,23,29187,4973292,0,26614,4462990,0
1746869201.2409422,12,28,36,3000,0,38972,6602761,0
1746869201.2409422,12,29,37,3070,0,38971,6602667,0
1746869201.2409422,12,30,79,4834,0,38954,6601832,0
1746869201.2409422,12,32,79,4042,0,38963,6602331,0
1746869201.2409422,12,4294967294,0,0,0,0,0,0
1746869259.2409286,12,1,1759,206806,0,1562,181576,0
1746869259.2409286,12,2,9,822,0,2309,267407,0
1746869259.2409286,12,3,8,732,0,2308,267297,0
1746869259.2409286,12,4,9,822,0,2306,267024,0
1746869259.2409286,12,5,9,822,0,2308,267317,0
1746869259.2409286,12,6,9,822,0,2307,267247,0
1746869259.2409286,12,7,7,646,0,2308,267317,0
1746869259.2409286,12,8,8,732,0,2307,267114,0
1746869259.2409286,12,9,8,736,0,2307,267247,0
1746869259.2409286,12,10,9,822,0,2306,267004,0
1746869259.2409286,12,11,9,822,0,2307,267094,0
1746869259.2409286,12,12,1735,200584,0,1578,181279,0
1746869259.2409286,12,13,8,736,0,2305,266918,0
1746869259.2409286,12,14,9,822,0,2306,267024,0
1746869259.2409286,12,15,24,2112,0,2307,267251,0
1746869259.2409286,12,16,9,822,0,2307,267251,0
1746869259.2409286,12,17,9,822,0,2306,267048,0
1746869259.2409286,12,18,9,822,0,2307,267114,0
1746869259.2409286,12,19,9,822,0,2308,267188,0
1746869259.2409286,12,20,8,736,0,2307,267078,0
1746869259.2409286,12,21,9,822,0,2307,267251,0
1746869259.2409286,12,22,9,822,0,2308,267208,0
1746869259.2409286,12,23,1766,207451,0,1572,181187,0
1746869259.2409286,12,24,9,822,0,2307,267118,0
1746869259.2409286,12,25,9,822,0,2307,267098,0
1746869259.2409286,12,26,9,822,0,2308,267204,0
1746869259.2409286,12,27,9,822,0,2307,267098,0
1746869259.2409286,12,28,9,822,0,2308,267168,0
1746869259.2409286,12,29,9,822,0,2308,267168,0
1746869259.2409286,12,30,9,822,0,2308,267301,0
1746869259.2409286,12,31,9,822,0,2306,267008,0
1746869259.2409286,12,32,9,822,0,2307,267098,0
1746869259.2409286,12,33,9,822,0,2308,267168,0
1746869259.2409286,12,4294967294,0,0,0,0,0,0
1746869281.823059,12,1,7428,860962,0,6582,756709,0
1746869281.823059,12,2,10,892,0,9813,1131701,0
1746869281.823059,12,3,9,802,0,9811,1131501,0
1746869281.823059,12,4,11,962,0,9813,1131681,0
1746869281.823059,12,5,11,962,0,9812,1131611,0
1746869281.823059,12,6,11,962,0,9813,1131701,0
1746869281.823059,12,7,8,716,0,9814,1131771,0
1746869281.823059,12,8,10,844,0,9813,1131701,0
1746869281.823059,12,9,10,876,0,9813,1131701,0
1746869281.823059,12,10,10,892,0,9813,1131661,0
1746869281.823059,12,11,13,1046,0,9813,1131661,0
1746869281.823059,12,12,7367,853768,0,6640,766656,0
1746869281.823059,12,13,10,876,0,9811,1131485,0
1746869281.823059,12,14,10,892,0,9812,1131611,0
1746869281.823059,12,15,28,2440,0,9794,1130067,0
1746869281.823059,12,16,13,1018,0,9812,1131615,0
1746869281.823059,12,17,15,1102,0,9812,1131615,0
1746869281.823059,12,18,11,962,0,9813,1131701,0
1746869281.823059,12,19,10,892,0,9813,1131665,0
1746869281.823059,12,20,10,876,0,9811,1131485,0
1746869281.823059,12,21,20,1752,0,9812,1131615,0
1746869281.823059,12,22,10,892,0,9812,1131615,0
1746869281.823059,12,23,7413,845761,0,6593,757165,0
1746869281.823059,12,24,11,962,0,9813,1131685,0
1746869281.823059,12,25,10,892,0,9810,1131435,0
1746869281.823059,12,26,10,892,0,9814,1131771,0
1746869281.823059,12,27,10,892,0,9811,1131505,0
1746869281.823059,12,28,10,892,0,9813,1131645,0
1746869281.823059,12,29,10,892,0,9813,1131645,0
1746869281.823059,12,30,10,892,0,9811,1131505,0
1746869281.823059,12,31,11,962,0,9812,1131575,0
1746869281.823059,12,32,11,962,0,9810,1131435,0
1746869281.823059,12,33,10,892,0,9811,1131505,0
1746869281.823059,12,4294967294,0,0,0,0,0,0
1746869301.568092,12,1,13199,1524789,0,11685,1339800,0
1746869301.568092,12,2,11,962,0,17452,2008844,0
1746869301.568092,12,3,10,872,0,17450,2008644,0
1746869301.568092,12,4,15,1130,0,17451,2008754,0
1746869301.568092,12,5,11,962,0,17451,2008754,0
1746869301.568092,12,6,30,1760,0,17451,2008774,0
1746869301.568092,12,7,9,786,0,17452,2008844,0
1746869301.568092,12,8,21,1334,0,17452,2008844,0
1746869301.568092,12,9,10,876,0,17451,2008774,0
1746869301.568092,12,10,11,962,0,17451,2008734,0
1746869301.568092,12,11,23,1466,0,17451,2008734,0
1746869301.568092,12,12,13114,1534902,0,11726,1346490,0
1746869301.568092,12,13,28,2424,0,17449,2008558,0
1746869301.568092,12,14,11,962,0,17451,2008754,0
1746869301.568092,12,15,101,8702,0,17432,2007140,0
1746869301.568092,12,16,45,3182,0,17450,2008688,0
1746869301.568092,12,17,44,3140,0,17448,2008604,0
1746869301.568092,12,18,11,962,0,17452,2008844,0
1746869301.568092,12,19,11,962,0,17450,2008668,0
1746869301.568092,12,20,10,876,0,17449,2008558,0
